,movie_id,directors,averagerating,numvotes,title,region,year,runtime_minutes,genres,production_budget,domestic_gross,foreign_gross,profit,roi
1902,tt1412528,Jeffrey Blitz,5.8,22751,Table 19,UA,2017,87.0,Romance,5000000.0,3614896.0,1005503.0,-379601.0,-0.0759202
1903,tt4393036,Ryan Graves,6.8,13,Emily,US,2017,83.0,Drama,27000.0,3547.0,0.0,-23453.0,-0.8686296296296296
1904,tt1389072,Alexander Payne,5.7,74815,Downsizing,PT,2017,135.0,Drama,68000000.0,24449754.0,30013217.0,-13537029.0,-0.19907395588235294
1904,tt1389072,Alexander Payne,5.7,74815,Downsizing,PT,2017,135.0,Sci-Fi,68000000.0,24449754.0,30013217.0,-13537029.0,-0.19907395588235294
1905,tt3014284,Bob Logan,6.0,18926,The Lego Ninjago Movie,FI,2017,101.0,Action,70000000.0,59281555.0,63455646.0,52737201.0,0.7533885857142857
1905,tt3014284,Bob Logan,6.0,18926,The Lego Ninjago Movie,FI,2017,101.0,Adventure,70000000.0,59281555.0,63455646.0,52737201.0,0.7533885857142857
1905,tt3014284,Bob Logan,6.0,18926,The Lego Ninjago Movie,FI,2017,101.0,Animation,70000000.0,59281555.0,63455646.0,52737201.0,0.7533885857142857
1906,tt4465564,James Foley,4.6,81706,Fifty Shades Darker,MX,2017,118.0,Drama,55000000.0,114434010.0,266964482.0,326398492.0,5.934518036363636
1906,tt4465564,James Foley,4.6,81706,Fifty Shades Darker,MX,2017,118.0,Romance,55000000.0,114434010.0,266964482.0,326398492.0,5.934518036363636
1907,tt4466894,Pierre Coré,5.6,1943,Sahara,CA,2017,86.0,Adventure,145000000.0,68671925.0,53000000.0,-23328075.0,-0.16088327586206896
1907,tt4466894,Pierre Coré,5.6,1943,Sahara,CA,2017,86.0,Animation,145000000.0,68671925.0,53000000.0,-23328075.0,-0.16088327586206896
1907,tt4466894,Pierre Coré,5.6,1943,Sahara,CA,2017,86.0,Comedy,145000000.0,68671925.0,53000000.0,-23328075.0,-0.16088327586206896
1908,tt1961175,Michael Cuesta,6.2,57793,American Assassin,LT,2017,112.0,Action,63000000.0,36249674.0,32060466.0,5310140.0,0.0842879365079365
1908,tt1961175,Michael Cuesta,6.2,57793,American Assassin,LT,2017,112.0,Thriller,63000000.0,36249674.0,32060466.0,5310140.0,0.0842879365079365
1910,tt1972591,Guy Ritchie,6.8,169054,King Arthur: Legend of the Sword,BA,2017,126.0,Action,175000000.0,39175066.0,100455270.0,-35369664.0,-0.2021123657142857
1910,tt1972591,Guy Ritchie,6.8,169054,King Arthur: Legend of the Sword,BA,2017,126.0,Adventure,175000000.0,39175066.0,100455270.0,-35369664.0,-0.2021123657142857
1910,tt1972591,Guy Ritchie,6.8,169054,King Arthur: Legend of the Sword,BA,2017,126.0,Drama,175000000.0,39175066.0,100455270.0,-35369664.0,-0.2021123657142857
1911,tt1740683,Charlotte Sieling,6.3,513,The Man,DE,2017,94.0,Drama,20000000.0,8330720.0,2062976.0,-9606304.0,-0.4803152
1912,tt2406566,David Leitch,6.7,150407,Atomic Blonde,DE,2017,115.0,Action,30000000.0,51573925.0,46771498.0,68345423.0,2.2781807666666665
1912,tt2406566,David Leitch,6.7,150407,Atomic Blonde,DE,2017,115.0,Mystery,30000000.0,51573925.0,46771498.0,68345423.0,2.2781807666666665
1912,tt2406566,David Leitch,6.7,150407,Atomic Blonde,DE,2017,115.0,Thriller,30000000.0,51573925.0,46771498.0,68345423.0,2.2781807666666665
1913,tt1396484,Andy Muschietti,7.4,359123,It,CA,2017,135.0,Horror,35000000.0,327481748.0,369976221.0,662457969.0,18.927370542857144
1913,tt1396484,Andy Muschietti,7.4,359123,It,CA,2017,135.0,Thriller,35000000.0,327481748.0,369976221.0,662457969.0,18.927370542857144
1914,tt3521126,James Franco,7.4,111737,The Disaster Artist,BR,2017,104.0,Biography,10000000.0,21120616.0,7597051.0,18717667.0,1.8717667
1914,tt3521126,James Franco,7.4,111737,The Disaster Artist,BR,2017,104.0,Comedy,10000000.0,21120616.0,7597051.0,18717667.0,1.8717667
1914,tt3521126,James Franco,7.4,111737,The Disaster Artist,BR,2017,104.0,Drama,10000000.0,21120616.0,7597051.0,18717667.0,1.8717667
1915,tt3532216,Doug Liman,7.2,131043,American Made,US,2017,115.0,Action,50000000.0,51342000.0,84227212.0,85569212.0,1.71138424
1915,tt3532216,Doug Liman,7.2,131043,American Made,US,2017,115.0,Biography,50000000.0,51342000.0,84227212.0,85569212.0,1.71138424
1915,tt3532216,Doug Liman,7.2,131043,American Made,US,2017,115.0,Comedy,50000000.0,51342000.0,84227212.0,85569212.0,1.71138424
1916,tt1966359,Lawrence Sher,5.5,14373,Father Figures,PT,2017,113.0,Adventure,25000000.0,17501244.0,3537197.0,-3961559.0,-0.15846236
1916,tt1966359,Lawrence Sher,5.5,14373,Father Figures,PT,2017,113.0,Comedy,25000000.0,17501244.0,3537197.0,-3961559.0,-0.15846236
1916,tt1966359,Lawrence Sher,5.5,14373,Father Figures,PT,2017,113.0,Drama,25000000.0,17501244.0,3537197.0,-3961559.0,-0.15846236
1917,tt0974015,Zack Snyder,6.5,329135,Justice League,RS,2017,120.0,Action,300000000.0,229024295.0,426920914.0,355945209.0,1.18648403
1917,tt0974015,Zack Snyder,6.5,329135,Justice League,RS,2017,120.0,Adventure,300000000.0,229024295.0,426920914.0,355945209.0,1.18648403
1917,tt0974015,Zack Snyder,6.5,329135,Justice League,RS,2017,120.0,Fantasy,300000000.0,229024295.0,426920914.0,355945209.0,1.18648403
1918,tt2250912,Jon Watts,7.5,426302,Spider-Man: Homecoming,FR,2017,133.0,Action,175000000.0,334201140.0,545965210.0,705166350.0,4.029522
1918,tt2250912,Jon Watts,7.5,426302,Spider-Man: Homecoming,FR,2017,133.0,Adventure,175000000.0,334201140.0,545965210.0,705166350.0,4.029522
1918,tt2250912,Jon Watts,7.5,426302,Spider-Man: Homecoming,FR,2017,133.0,Sci-Fi,175000000.0,334201140.0,545965210.0,705166350.0,4.029522
1919,tt1764565,Hank Levine,7.2,27,Exodus,BR,2017,105.0,Documentary,4000000.0,21750000.0,0.0,17750000.0,4.4375
1920,tt2283362,Jake Kasdan,7.0,242735,Jumanji: Welcome to the Jungle,IT,2017,119.0,Action,90000000.0,404508916.0,559987277.0,874496193.0,9.716624366666666
1920,tt2283362,Jake Kasdan,7.0,242735,Jumanji: Welcome to the Jungle,IT,2017,119.0,Adventure,90000000.0,404508916.0,559987277.0,874496193.0,9.716624366666666
1920,tt2283362,Jake Kasdan,7.0,242735,Jumanji: Welcome to the Jungle,IT,2017,119.0,Comedy,90000000.0,404508916.0,559987277.0,874496193.0,9.716624366666666
1922,tt1758810,Tomas Alfredson,5.1,47890,The Snowman,CL,2017,119.0,Crime,35000000.0,6670765.0,36555381.0,8226146.0,0.23503274285714285
1922,tt1758810,Tomas Alfredson,5.1,47890,The Snowman,CL,2017,119.0,Drama,35000000.0,6670765.0,36555381.0,8226146.0,0.23503274285714285
1922,tt1758810,Tomas Alfredson,5.1,47890,The Snowman,CL,2017,119.0,Mystery,35000000.0,6670765.0,36555381.0,8226146.0,0.23503274285714285
1923,tt7961060,Tatsuya Nagamine,8.0,16465,Dragon Ball Super: Broly,ES,2018,100.0,Action,8500000.0,30376755.0,92371000.0,114247755.0,13.440912352941176
1923,tt7961060,Tatsuya Nagamine,8.0,16465,Dragon Ball Super: Broly,ES,2018,100.0,Adventure,8500000.0,30376755.0,92371000.0,114247755.0,13.440912352941176
1923,tt7961060,Tatsuya Nagamine,8.0,16465,Dragon Ball Super: Broly,ES,2018,100.0,Animation,8500000.0,30376755.0,92371000.0,114247755.0,13.440912352941176
1924,tt7620218,Luciana Kaplan,6.6,71,Rush Hour,MX,2018,80.0,Documentary,35000000.0,141186864.0,104113136.0,210300000.0,6.008571428571429
1925,tt7784604,Ari Aster,7.3,151571,Hereditary,BR,2018,127.0,Drama,10000000.0,44069456.0,26064449.0,60133905.0,6.0133905
1925,tt7784604,Ari Aster,7.3,151571,Hereditary,BR,2018,127.0,Horror,10000000.0,44069456.0,26064449.0,60133905.0,6.0133905
1925,tt7784604,Ari Aster,7.3,151571,Hereditary,BR,2018,127.0,Mystery,10000000.0,44069456.0,26064449.0,60133905.0,6.0133905
1926,tt1571234,Christian Rivers,6.1,70193,Mortal Engines,CZ,2018,128.0,Action,100000000.0,15951040.0,69336377.0,-14712583.0,-0.14712583
1926,tt1571234,Christian Rivers,6.1,70193,Mortal Engines,CZ,2018,128.0,Adventure,100000000.0,15951040.0,69336377.0,-14712583.0,-0.14712583
1926,tt1571234,Christian Rivers,6.1,70193,Mortal Engines,CZ,2018,128.0,Fantasy,100000000.0,15951040.0,69336377.0,-14712583.0,-0.14712583
1927,tt6182908,Karey Kirkpatrick,6.7,23295,Smallfoot,IL,2018,96.0,Adventure,80000000.0,83240103.0,130451174.0,133691277.0,1.6711409625
1927,tt6182908,Karey Kirkpatrick,6.7,23295,Smallfoot,IL,2018,96.0,Animation,80000000.0,83240103.0,130451174.0,133691277.0,1.6711409625
1927,tt6182908,Karey Kirkpatrick,6.7,23295,Smallfoot,IL,2018,96.0,Comedy,80000000.0,83240103.0,130451174.0,133691277.0,1.6711409625
1928,tt1502407,David Gordon Green,6.6,88395,Halloween,US,2018,106.0,Horror,15000000.0,58269151.0,19245250.0,62514401.0,4.167626733333333
1928,tt1502407,David Gordon Green,6.6,88395,Halloween,US,2018,106.0,Thriller,15000000.0,58269151.0,19245250.0,62514401.0,4.167626733333333
1929,tt8043306,Ahsan Rahim,7.4,2724,Teefa in Trouble,PL,2018,155.0,Action,1500000.0,0.0,98806.0,-1401194.0,-0.9341293333333334
1929,tt8043306,Ahsan Rahim,7.4,2724,Teefa in Trouble,PL,2018,155.0,Comedy,1500000.0,0.0,98806.0,-1401194.0,-0.9341293333333334
1929,tt8043306,Ahsan Rahim,7.4,2724,Teefa in Trouble,PL,2018,155.0,Crime,1500000.0,0.0,98806.0,-1401194.0,-0.9341293333333334
1930,tt6133466,Gerard McMurray,5.1,41741,The First Purge,BR,2018,98.0,Action,13000000.0,69488745.0,67128560.0,123617305.0,9.509023461538462
1930,tt6133466,Gerard McMurray,5.1,41741,The First Purge,BR,2018,98.0,Horror,13000000.0,69488745.0,67128560.0,123617305.0,9.509023461538462
1930,tt6133466,Gerard McMurray,5.1,41741,The First Purge,BR,2018,98.0,Sci-Fi,13000000.0,69488745.0,67128560.0,123617305.0,9.509023461538462
1931,tt1255919,Etan Cohen,3.8,17661,Holmes & Watson,US,2018,90.0,Adventure,42000000.0,30568743.0,11357862.0,-73395.0,-0.0017475
1931,tt1255919,Etan Cohen,3.8,17661,Holmes & Watson,US,2018,90.0,Comedy,42000000.0,30568743.0,11357862.0,-73395.0,-0.0017475
1931,tt1255919,Etan Cohen,3.8,17661,Holmes & Watson,US,2018,90.0,Crime,42000000.0,30568743.0,11357862.0,-73395.0,-0.0017475
1933,tt6111842,Alex Alessi,3.1,7,Nomad,US,2018,83.0,Drama,40000000.0,79123.0,0.0,-39920877.0,-0.998021925
1934,tt6063050,Tyler Perry,5.7,6119,Acrimony,FR,2018,120.0,Drama,20000000.0,43549096.0,3078740.0,26627836.0,1.3313918
1934,tt6063050,Tyler Perry,5.7,6119,Acrimony,FR,2018,120.0,Romance,20000000.0,43549096.0,3078740.0,26627836.0,1.3313918
1934,tt6063050,Tyler Perry,5.7,6119,Acrimony,FR,2018,120.0,Thriller,20000000.0,43549096.0,3078740.0,26627836.0,1.3313918
1935,tt8106592,Jill Magid,5.6,41,The Proposal,PL,2018,86.0,Documentary,40000000.0,163958031.0,150751686.0,274709717.0,6.867742925
1936,tt1259528,Christian Gudegast,7.0,69648,Den of Thieves,HR,2018,140.0,Action,30000000.0,44947622.0,35183769.0,50131391.0,1.6710463666666666
1936,tt1259528,Christian Gudegast,7.0,69648,Den of Thieves,HR,2018,140.0,Crime,30000000.0,44947622.0,35183769.0,50131391.0,1.6710463666666666
1936,tt1259528,Christian Gudegast,7.0,69648,Den of Thieves,HR,2018,140.0,Drama,30000000.0,44947622.0,35183769.0,50131391.0,1.6710463666666666
1937,tt8383596,Soo-in Bang,7.2,96,Stand by Me,KR,2018,91.0,Drama,8000000.0,52287414.0,0.0,44287414.0,5.53592675
1938,tt8632862,Michael Moore,6.7,11628,Fahrenheit 11/9,IL,2018,128.0,Documentary,5000000.0,6352306.0,301409.0,1653715.0,0.330743
1939,tt8653840,Tal Granit,6.4,34,Flawless,IL,2018,97.0,Drama,27000000.0,4485485.0,0.0,-22514515.0,-0.8338709259259259
1940,tt1270797,Ruben Fleischer,6.7,275406,Venom,UY,2018,112.0,Action,116000000.0,213511408.0,640117197.0,737628605.0,6.358867284482758
1940,tt1270797,Ruben Fleischer,6.7,275406,Venom,UY,2018,112.0,Sci-Fi,116000000.0,213511408.0,640117197.0,737628605.0,6.358867284482758
1940,tt1270797,Ruben Fleischer,6.7,275406,Venom,UY,2018,112.0,Thriller,116000000.0,213511408.0,640117197.0,737628605.0,6.358867284482758
1941,tt1273221,Mathew Cullen,4.3,2871,London Fields,FR,2018,118.0,Crime,8000000.0,252676.0,181056.0,-7566268.0,-0.9457835
1941,tt1273221,Mathew Cullen,4.3,2871,London Fields,FR,2018,118.0,Mystery,8000000.0,252676.0,181056.0,-7566268.0,-0.9457835
1941,tt1273221,Mathew Cullen,4.3,2871,London Fields,FR,2018,118.0,Thriller,8000000.0,252676.0,181056.0,-7566268.0,-0.9457835
1943,tt8976472,Aino Suni,6.6,27,Never Again,XWW,2018,69.0,Documentary,500000.0,307631.0,1162.0,-191207.0,-0.382414
1943,tt8976472,Aino Suni,6.6,27,Never Again,XWW,2018,69.0,Music,500000.0,307631.0,1162.0,-191207.0,-0.382414
1944,tt7981492,Rocky Soraya,4.3,971,Sabrina,DE,2018,113.0,Horror,58000000.0,53458319.0,33641681.0,29100000.0,0.5017241379310344
1944,tt7981492,Rocky Soraya,4.3,971,Sabrina,DE,2018,113.0,Thriller,58000000.0,53458319.0,33641681.0,29100000.0,0.5017241379310344
1945,tt7476946,Isao Yukisada,6.3,409,River's Edge,JP,2018,118.0,Crime,1900000.0,4600000.0,0.0,2700000.0,1.4210526315789473
1946,tt1999890,Gregory Plotkin,5.5,8662,Hell Fest,PT,2018,89.0,Horror,5500000.0,11107431.0,7011800.0,12619231.0,2.2944056363636363
1947,tt1563742,Rob Greenberg,5.9,25607,Overboard,PL,2018,112.0,Comedy,12000000.0,50316123.0,35053707.0,73369830.0,6.1141525
1947,tt1563742,Rob Greenberg,5.9,25607,Overboard,PL,2018,112.0,Romance,12000000.0,50316123.0,35053707.0,73369830.0,6.1141525
1948,tt1677720,Steven Spielberg,7.5,301660,Ready Player One,PT,2018,140.0,Action,150000000.0,137690172.0,441599964.0,429290136.0,2.86193424
1948,tt1677720,Steven Spielberg,7.5,301660,Ready Player One,PT,2018,140.0,Adventure,150000000.0,137690172.0,441599964.0,429290136.0,2.86193424
1948,tt1677720,Steven Spielberg,7.5,301660,Ready Player One,PT,2018,140.0,Sci-Fi,150000000.0,137690172.0,441599964.0,429290136.0,2.86193424
1949,tt5834262,Drew Pearce,6.1,30586,Hotel Artemis,LT,2018,94.0,Action,15000000.0,6708137.0,6050662.0,-2241201.0,-0.1494134
1949,tt5834262,Drew Pearce,6.1,30586,Hotel Artemis,LT,2018,94.0,Drama,15000000.0,6708137.0,6050662.0,-2241201.0,-0.1494134
1949,tt5834262,Drew Pearce,6.1,30586,Hotel Artemis,LT,2018,94.0,Sci-Fi,15000000.0,6708137.0,6050662.0,-2241201.0,-0.1494134
1950,tt2704998,John Francis Daley,7.0,163279,Game Night,SI,2018,100.0,Action,37000000.0,69179066.0,48199018.0,80378084.0,2.1723806486486485
1950,tt2704998,John Francis Daley,7.0,163279,Game Night,SI,2018,100.0,Comedy,37000000.0,69179066.0,48199018.0,80378084.0,2.1723806486486485
1950,tt2704998,John Francis Daley,7.0,163279,Game Night,SI,2018,100.0,Crime,37000000.0,69179066.0,48199018.0,80378084.0,2.1723806486486485
1951,tt6628394,Drew Goddard,7.1,86318,Bad Times at the El Royale,FR,2018,141.0,Crime,32000000.0,17839115.0,11365264.0,-2795621.0,-0.08736315625
1951,tt6628394,Drew Goddard,7.1,86318,Bad Times at the El Royale,FR,2018,141.0,Drama,32000000.0,17839115.0,11365264.0,-2795621.0,-0.08736315625
1951,tt6628394,Drew Goddard,7.1,86318,Bad Times at the El Royale,FR,2018,141.0,Mystery,32000000.0,17839115.0,11365264.0,-2795621.0,-0.08736315625
1952,tt7153766,Steven Soderbergh,6.4,32049,Unsane,PL,2018,98.0,Drama,1500000.0,7690044.0,6554887.0,12744931.0,8.496620666666667
1952,tt7153766,Steven Soderbergh,6.4,32049,Unsane,PL,2018,98.0,Horror,1500000.0,7690044.0,6554887.0,12744931.0,8.496620666666667
1952,tt7153766,Steven Soderbergh,6.4,32049,Unsane,PL,2018,98.0,Mystery,1500000.0,7690044.0,6554887.0,12744931.0,8.496620666666667
1953,tt7137846,James McTeigue,5.4,10154,Breaking In,ES,2018,88.0,Action,6000000.0,46840590.0,4571030.0,45411620.0,7.568603333333333
1953,tt7137846,James McTeigue,5.4,10154,Breaking In,ES,2018,88.0,Crime,6000000.0,46840590.0,4571030.0,45411620.0,7.568603333333333
1953,tt7137846,James McTeigue,5.4,10154,Breaking In,ES,2018,88.0,Drama,6000000.0,46840590.0,4571030.0,45411620.0,7.568603333333333
1954,tt6791096,Marc Silverstein,5.4,39936,I Feel Pretty,DE,2018,110.0,Comedy,32000000.0,48795601.0,42758196.0,59553797.0,1.86105615625
1954,tt6791096,Marc Silverstein,5.4,39936,I Feel Pretty,DE,2018,110.0,Romance,32000000.0,48795601.0,42758196.0,59553797.0,1.86105615625
1956,tt6802308,Clint Eastwood,5.2,21880,The 15:17 to Paris,UY,2018,94.0,Biography,30000000.0,36276286.0,19819914.0,26096200.0,0.8698733333333334
1956,tt6802308,Clint Eastwood,5.2,21880,The 15:17 to Paris,UY,2018,94.0,Drama,30000000.0,36276286.0,19819914.0,26096200.0,0.8698733333333334
1956,tt6802308,Clint Eastwood,5.2,21880,The 15:17 to Paris,UY,2018,94.0,Thriller,30000000.0,36276286.0,19819914.0,26096200.0,0.8698733333333334
1957,tt6850820,Pierre Morel,6.5,35854,Peppermint,IL,2018,101.0,Action,25000000.0,35418723.0,16382035.0,26800758.0,1.07203032
1957,tt6850820,Pierre Morel,6.5,35854,Peppermint,IL,2018,101.0,Crime,25000000.0,35418723.0,16382035.0,26800758.0,1.07203032
1957,tt6850820,Pierre Morel,6.5,35854,Peppermint,IL,2018,101.0,Drama,25000000.0,35418723.0,16382035.0,26800758.0,1.07203032
1958,tt6966692,Peter Farrelly,8.3,204972,Green Book,AR,2018,130.0,Biography,23000000.0,85080171.0,236954268.0,299034439.0,13.001497347826087
1958,tt6966692,Peter Farrelly,8.3,204972,Green Book,AR,2018,130.0,Comedy,23000000.0,85080171.0,236954268.0,299034439.0,13.001497347826087
1958,tt6966692,Peter Farrelly,8.3,204972,Green Book,AR,2018,130.0,Drama,23000000.0,85080171.0,236954268.0,299034439.0,13.001497347826087
1959,tt7014006,Bo Burnham,7.5,43256,Eighth Grade,US,2018,93.0,Comedy,2000000.0,13539710.0,801306.0,12341016.0,6.170508
1959,tt7014006,Bo Burnham,7.5,43256,Eighth Grade,US,2018,93.0,Drama,2000000.0,13539710.0,801306.0,12341016.0,6.170508
1960,tt7040874,Paul Feig,6.9,83338,A Simple Favor,HR,2018,117.0,Comedy,20000000.0,53548586.0,44080131.0,77628717.0,3.88143585
1960,tt7040874,Paul Feig,6.9,83338,A Simple Favor,HR,2018,117.0,Crime,20000000.0,53548586.0,44080131.0,77628717.0,3.88143585
1960,tt7040874,Paul Feig,6.9,83338,A Simple Favor,HR,2018,117.0,Drama,20000000.0,53548586.0,44080131.0,77628717.0,3.88143585
1961,tt7137380,Karyn Kusama,6.2,13683,Destroyer,UA,2018,121.0,Action,9000000.0,1533324.0,2147772.0,-5318904.0,-0.5909893333333334
1961,tt7137380,Karyn Kusama,6.2,13683,Destroyer,UA,2018,121.0,Crime,9000000.0,1533324.0,2147772.0,-5318904.0,-0.5909893333333334
1961,tt7137380,Karyn Kusama,6.2,13683,Destroyer,UA,2018,121.0,Drama,9000000.0,1533324.0,2147772.0,-5318904.0,-0.5909893333333334
1962,tt7091956,Adam Starks,2.8,9,The Art of War,GB,2018,96.0,War,40000000.0,30199105.0,0.0,-9800895.0,-0.245022375
1963,tt7158430,Brett Haley,6.9,6543,Hearts Beat Loud,PL,2018,97.0,Comedy,2000000.0,2386254.0,34708.0,420962.0,0.210481
1963,tt7158430,Brett Haley,6.9,6543,Hearts Beat Loud,PL,2018,97.0,Drama,2000000.0,2386254.0,34708.0,420962.0,0.210481
1963,tt7158430,Brett Haley,6.9,6543,Hearts Beat Loud,PL,2018,97.0,Music,2000000.0,2386254.0,34708.0,420962.0,0.210481
1964,tt6499752,Leigh Whannell,7.6,104978,Upgrade,UA,2018,100.0,Action,3000000.0,11977130.0,4576155.0,13553285.0,4.517761666666667
1964,tt6499752,Leigh Whannell,7.6,104978,Upgrade,UA,2018,100.0,Sci-Fi,3000000.0,11977130.0,4576155.0,13553285.0,4.517761666666667
1964,tt6499752,Leigh Whannell,7.6,104978,Upgrade,UA,2018,100.0,Thriller,3000000.0,11977130.0,4576155.0,13553285.0,4.517761666666667
1965,tt6495770,Tim Kirkby,5.0,6657,Action Point,ES,2018,85.0,Comedy,19000000.0,5059608.0,44067.0,-13896325.0,-0.7313855263157895
1966,tt6495094,Clare Niederpruem,4.6,626,Little Women,US,2018,112.0,Drama,15000000.0,50003303.0,0.0,35003303.0,2.3335535333333333
1966,tt6495094,Clare Niederpruem,4.6,626,Little Women,US,2018,112.0,Family,15000000.0,50003303.0,0.0,35003303.0,2.3335535333333333
1967,tt7388562,Andrew Hyatt,6.7,5662,"Paul, Apostle of Christ",NO,2018,108.0,Adventure,5000000.0,17547999.0,7981499.0,20529498.0,4.1058996
1967,tt7388562,Andrew Hyatt,6.7,5662,"Paul, Apostle of Christ",NO,2018,108.0,Biography,5000000.0,17547999.0,7981499.0,20529498.0,4.1058996
1967,tt7388562,Andrew Hyatt,6.7,5662,"Paul, Apostle of Christ",NO,2018,108.0,Drama,5000000.0,17547999.0,7981499.0,20529498.0,4.1058996
1968,tt7125860,Barry Jenkins,7.2,25512,If Beale Street Could Talk,FR,2018,119.0,Drama,12000000.0,14915773.0,4943394.0,7859167.0,0.6549305833333333
1968,tt7125860,Barry Jenkins,7.2,25512,If Beale Street Could Talk,FR,2018,119.0,Romance,12000000.0,14915773.0,4943394.0,7859167.0,0.6549305833333333
1969,tt7374952,Ben Hernandez Bray,5.7,290,El Chicano,US,2018,108.0,Drama,8000000.0,700261.0,0.0,-7299739.0,-0.912467375
1970,tt1137450,Eli Roth,6.4,50279,Death Wish,LT,2018,107.0,Action,30000000.0,34017028.0,14558937.0,18575965.0,0.6191988333333334
1970,tt1137450,Eli Roth,6.4,50279,Death Wish,LT,2018,107.0,Crime,30000000.0,34017028.0,14558937.0,18575965.0,0.6191988333333334
1970,tt1137450,Eli Roth,6.4,50279,Death Wish,LT,2018,107.0,Drama,30000000.0,34017028.0,14558937.0,18575965.0,0.6191988333333334
1971,tt6319346,Samuel Thivierge,6.6,58,Identity,CA,2018,93.0,Crime,28000000.0,52131264.0,30052419.0,54183683.0,1.9351315357142858
1971,tt6319346,Samuel Thivierge,6.6,58,Identity,CA,2018,93.0,Drama,28000000.0,52131264.0,30052419.0,54183683.0,1.9351315357142858
1972,tt6343314,Steven Caple Jr.,7.2,72503,Creed II,GE,2018,130.0,Drama,50000000.0,115715889.0,97875633.0,163591522.0,3.27183044
1972,tt6343314,Steven Caple Jr.,7.2,72503,Creed II,GE,2018,130.0,Sport,50000000.0,115715889.0,97875633.0,163591522.0,3.27183044
1973,tt7368554,Martin Sulík,6.7,241,The Interpreter,DE,2018,113.0,Comedy,90000000.0,72708161.0,90045676.0,72753837.0,0.8083759666666667
1973,tt7368554,Martin Sulík,6.7,241,The Interpreter,DE,2018,113.0,Drama,90000000.0,72708161.0,90045676.0,72753837.0,0.8083759666666667
1974,tt7401588,Sean Anders,7.4,46728,Instant Family,DE,2018,118.0,Comedy,48000000.0,67363237.0,52372951.0,71736188.0,1.4945039166666667
1974,tt7401588,Sean Anders,7.4,46728,Instant Family,DE,2018,118.0,Drama,48000000.0,67363237.0,52372951.0,71736188.0,1.4945039166666667
1976,tt7349662,Spike Lee,7.5,149005,BlacKkKlansman,DE,2018,135.0,Biography,15000000.0,49275340.0,43741995.0,78017335.0,5.201155666666667
1976,tt7349662,Spike Lee,7.5,149005,BlacKkKlansman,DE,2018,135.0,Crime,15000000.0,49275340.0,43741995.0,78017335.0,5.201155666666667
1976,tt7349662,Spike Lee,7.5,149005,BlacKkKlansman,DE,2018,135.0,Drama,15000000.0,49275340.0,43741995.0,78017335.0,5.201155666666667
1977,tt6404166,Jean Lee,7.7,9,Original Sin,US,2018,75.0,Comedy,26000000.0,16521410.0,0.0,-9478590.0,-0.36456115384615384
1978,tt7334528,Charles Stone III,5.7,9739,Uncle Drew,BR,2018,103.0,Comedy,18000000.0,42469946.0,4057215.0,28527161.0,1.5848422777777778
1978,tt7334528,Charles Stone III,5.7,9739,Uncle Drew,BR,2018,103.0,Sport,18000000.0,42469946.0,4057215.0,28527161.0,1.5848422777777778
1979,tt6421110,Babak Najafi,4.9,6805,Proud Mary,RU,2018,89.0,Action,30000000.0,20868638.0,840901.0,-8290461.0,-0.2763487
1979,tt6421110,Babak Najafi,4.9,6805,Proud Mary,RU,2018,89.0,Crime,30000000.0,20868638.0,840901.0,-8290461.0,-0.2763487
1979,tt6421110,Babak Najafi,4.9,6805,Proud Mary,RU,2018,89.0,Drama,30000000.0,20868638.0,840901.0,-8290461.0,-0.2763487
1980,tt6450186,Andrew Erwin,7.4,11439,I Can Only Imagine,AR,2018,110.0,Biography,7000000.0,83482352.0,2121869.0,78604221.0,11.22917442857143
1980,tt6450186,Andrew Erwin,7.4,11439,I Can Only Imagine,AR,2018,110.0,Drama,7000000.0,83482352.0,2121869.0,78604221.0,11.22917442857143
1980,tt6450186,Andrew Erwin,7.4,11439,I Can Only Imagine,AR,2018,110.0,Family,7000000.0,83482352.0,2121869.0,78604221.0,11.22917442857143
1982,tt7201846,Alexis Michalik,7.5,705,Edmond,BR,2018,110.0,Comedy,10000000.0,131719.0,110000.0,-9758281.0,-0.9758281
1982,tt7201846,Alexis Michalik,7.5,705,Edmond,BR,2018,110.0,Drama,10000000.0,131719.0,110000.0,-9758281.0,-0.9758281
1982,tt7201846,Alexis Michalik,7.5,705,Edmond,BR,2018,110.0,History,10000000.0,131719.0,110000.0,-9758281.0,-0.9758281
1983,tt3606756,Brad Bird,7.7,203510,Incredibles 2,RS,2018,118.0,Action,200000000.0,608581744.0,633938967.0,1042520711.0,5.212603555
1983,tt3606756,Brad Bird,7.7,203510,Incredibles 2,RS,2018,118.0,Adventure,200000000.0,608581744.0,633938967.0,1042520711.0,5.212603555
1983,tt3606756,Brad Bird,7.7,203510,Incredibles 2,RS,2018,118.0,Animation,200000000.0,608581744.0,633938967.0,1042520711.0,5.212603555
1984,tt4560436,Peter Berg,6.1,47862,Mile 22,PE,2018,94.0,Action,35000000.0,36108758.0,30186363.0,31295121.0,0.8941463142857143
1984,tt4560436,Peter Berg,6.1,47862,Mile 22,PE,2018,94.0,Adventure,35000000.0,36108758.0,30186363.0,31295121.0,0.8941463142857143
1984,tt4560436,Peter Berg,6.1,47862,Mile 22,PE,2018,94.0,Thriller,35000000.0,36108758.0,30186363.0,31295121.0,0.8941463142857143
