,movie_id,directors,averagerating,numvotes,title,region,year,runtime_minutes,genres,production_budget,domestic_gross,foreign_gross,profit,roi
81,tt1226273,Martin Campbell,6.6,84753,Edge of Darkness,SI,2010,117.0,Drama,60000000.0,43313890.0,39498566.0,22812456.0,0.3802076
81,tt1226273,Martin Campbell,6.6,84753,Edge of Darkness,SI,2010,117.0,Mystery,60000000.0,43313890.0,39498566.0,22812456.0,0.3802076
82,tt1447480,Frank Pestarino,6.6,347,Bones,US,2010,88.0,Drama,10000000.0,7316658.0,1062195.0,-1621147.0,-0.1621147
83,tt1220634,Paul W.S. Anderson,5.9,153270,Resident Evil: Afterlife,IE,2010,96.0,Action,57500000.0,60128566.0,235745624.0,238374190.0,4.145638086956522
83,tt1220634,Paul W.S. Anderson,5.9,153270,Resident Evil: Afterlife,IE,2010,96.0,Adventure,57500000.0,60128566.0,235745624.0,238374190.0,4.145638086956522
83,tt1220634,Paul W.S. Anderson,5.9,153270,Resident Evil: Afterlife,IE,2010,96.0,Horror,57500000.0,60128566.0,235745624.0,238374190.0,4.145638086956522
84,tt1219342,Zack Snyder,7.0,73790,Legend of the Guardians: The Owls of Ga'Hoole,IT,2010,97.0,Action,100000000.0,55675313.0,84041404.0,39716717.0,0.39716717
84,tt1219342,Zack Snyder,7.0,73790,Legend of the Guardians: The Owls of Ga'Hoole,IT,2010,97.0,Adventure,100000000.0,55675313.0,84041404.0,39716717.0,0.39716717
84,tt1219342,Zack Snyder,7.0,73790,Legend of the Guardians: The Owls of Ga'Hoole,IT,2010,97.0,Animation,100000000.0,55675313.0,84041404.0,39716717.0,0.39716717
85,tt1424381,Nimród Antal,6.4,199764,Predators,UY,2010,107.0,Action,40000000.0,52000688.0,75233701.0,87234389.0,2.180859725
85,tt1424381,Nimród Antal,6.4,199764,Predators,UY,2010,107.0,Adventure,40000000.0,52000688.0,75233701.0,87234389.0,2.180859725
85,tt1424381,Nimród Antal,6.4,199764,Predators,UY,2010,107.0,Sci-Fi,40000000.0,52000688.0,75233701.0,87234389.0,2.180859725
86,tt1423995,John Curran,5.4,38667,Stone,TR,2010,105.0,Drama,22000000.0,1810078.0,2254942.0,-17934980.0,-0.8152263636363636
86,tt1423995,John Curran,5.4,38667,Stone,TR,2010,105.0,Thriller,22000000.0,1810078.0,2254942.0,-17934980.0,-0.8152263636363636
87,tt1270761,Troy Nixey,5.6,44490,Don't Be Afraid of the Dark,IT,2010,99.0,Fantasy,25000000.0,24046682.0,15079745.0,14126427.0,0.56505708
87,tt1270761,Troy Nixey,5.6,44490,Don't Be Afraid of the Dark,IT,2010,99.0,Horror,25000000.0,24046682.0,15079745.0,14126427.0,0.56505708
87,tt1270761,Troy Nixey,5.6,44490,Don't Be Afraid of the Dark,IT,2010,99.0,Thriller,25000000.0,24046682.0,15079745.0,14126427.0,0.56505708
88,tt1226229,Nicholas Stoller,6.4,161653,Get Him to the Greek,RU,2010,109.0,Adventure,40000000.0,61153526.0,30302349.0,51455875.0,1.286396875
88,tt1226229,Nicholas Stoller,6.4,161653,Get Him to the Greek,RU,2010,109.0,Comedy,40000000.0,61153526.0,30302349.0,51455875.0,1.286396875
88,tt1226229,Nicholas Stoller,6.4,161653,Get Him to the Greek,RU,2010,109.0,Music,40000000.0,61153526.0,30302349.0,51455875.0,1.286396875
89,tt1440728,Anton Corbijn,6.3,86863,The American,CZ,2010,105.0,Crime,20000000.0,35606376.0,32344347.0,47950723.0,2.39753615
89,tt1440728,Anton Corbijn,6.3,86863,The American,CZ,2010,105.0,Drama,20000000.0,35606376.0,32344347.0,47950723.0,2.39753615
89,tt1440728,Anton Corbijn,6.3,86863,The American,CZ,2010,105.0,Thriller,20000000.0,35606376.0,32344347.0,47950723.0,2.39753615
90,tt1233192,Rowan Joffe,5.7,5784,Brighton Rock,CA,2010,111.0,Crime,11000000.0,229653.0,0.0,-10770347.0,-0.9791224545454545
90,tt1233192,Rowan Joffe,5.7,5784,Brighton Rock,CA,2010,111.0,Drama,11000000.0,229653.0,0.0,-10770347.0,-0.9791224545454545
90,tt1233192,Rowan Joffe,5.7,5784,Brighton Rock,CA,2010,111.0,Thriller,11000000.0,229653.0,0.0,-10770347.0,-0.9791224545454545
91,tt1440292,Richard Ayoade,7.3,79810,Submarine,PL,2010,97.0,Comedy,1900000.0,467602.0,4114335.0,2681937.0,1.4115457894736843
91,tt1440292,Richard Ayoade,7.3,79810,Submarine,PL,2010,97.0,Drama,1900000.0,467602.0,4114335.0,2681937.0,1.4115457894736843
91,tt1440292,Richard Ayoade,7.3,79810,Submarine,PL,2010,97.0,Romance,1900000.0,467602.0,4114335.0,2681937.0,1.4115457894736843
92,tt1247436,Eric Williams,5.9,7,Unforgettable,US,2010,88.0,Documentary,18000000.0,2483790.0,0.0,-15516210.0,-0.8620116666666666
93,tt1431065,Alexander Holt,6.6,1835,Forget Me Not,PL,2010,93.0,Romance,1300000.0,0.0,13465.0,-1286535.0,-0.9896423076923077
94,tt1244754,Tony Goldwyn,7.2,39771,Conviction,RU,2010,107.0,Biography,12500000.0,6797696.0,5029284.0,-673020.0,-0.0538416
94,tt1244754,Tony Goldwyn,7.2,39771,Conviction,RU,2010,107.0,Crime,12500000.0,6797696.0,5029284.0,-673020.0,-0.0538416
94,tt1244754,Tony Goldwyn,7.2,39771,Conviction,RU,2010,107.0,Drama,12500000.0,6797696.0,5029284.0,-673020.0,-0.0538416
95,tt1244659,Tom Vaughan,6.5,15673,Extraordinary Measures,SI,2010,106.0,Drama,31000000.0,12482741.0,3344243.0,-15173016.0,-0.48945212903225804
97,tt1243957,Florian Henckel von Donnersmarck,6.0,206714,The Tourist,UA,2010,103.0,Action,100000000.0,67631157.0,211100212.0,178731369.0,1.78731369
97,tt1243957,Florian Henckel von Donnersmarck,6.0,206714,The Tourist,UA,2010,103.0,Adventure,100000000.0,67631157.0,211100212.0,178731369.0,1.78731369
97,tt1243957,Florian Henckel von Donnersmarck,6.0,206714,The Tourist,UA,2010,103.0,Thriller,100000000.0,67631157.0,211100212.0,178731369.0,1.78731369
98,tt1431181,Mike Leigh,7.3,26273,Another Year,GB,2010,129.0,Comedy,8000000.0,3205706.0,16799907.0,12005613.0,1.500701625
98,tt1431181,Mike Leigh,7.3,26273,Another Year,GB,2010,129.0,Drama,8000000.0,3205706.0,16799907.0,12005613.0,1.500701625
99,tt1242432,Steven R. Monroe,6.3,68592,I Spit on Your Grave,CL,2010,108.0,Horror,1750000.0,93051.0,1185420.0,-471529.0,-0.2694451428571429
99,tt1242432,Steven R. Monroe,6.3,68592,I Spit on Your Grave,CL,2010,108.0,Thriller,1750000.0,93051.0,1185420.0,-471529.0,-0.2694451428571429
100,tt1433108,George Tillman Jr.,6.5,93618,Faster,IT,2010,98.0,Action,24000000.0,23240020.0,12552925.0,11792945.0,0.49137270833333335
100,tt1433108,George Tillman Jr.,6.5,93618,Faster,IT,2010,98.0,Crime,24000000.0,23240020.0,12552925.0,11792945.0,0.49137270833333335
100,tt1433108,George Tillman Jr.,6.5,93618,Faster,IT,2010,98.0,Drama,24000000.0,23240020.0,12552925.0,11792945.0,0.49137270833333335
101,tt1436031,Julie Winokur,7.3,6,Firestorm,US,2010,54.0,Documentary,19000000.0,8123860.0,0.0,-10876140.0,-0.5724284210526316
102,tt1254978,David Barker,5.1,201,Daylight,US,2010,75.0,Crime,80000000.0,32908290.0,126000000.0,78908290.0,0.986353625
102,tt1254978,David Barker,5.1,201,Daylight,US,2010,75.0,Horror,80000000.0,32908290.0,126000000.0,78908290.0,0.986353625
102,tt1254978,David Barker,5.1,201,Daylight,US,2010,75.0,Thriller,80000000.0,32908290.0,126000000.0,78908290.0,0.986353625
103,tt1869538,Patrick Epape,7.8,5,Life,BE,2010,75.0,Documentary,75000000.0,64062587.0,9459000.0,-1478413.0,-0.019712173333333333
104,tt1235189,Jonathan Lynn,6.8,33915,Wild Target,DE,2010,98.0,Action,8000000.0,109338.0,5204856.0,-2685806.0,-0.33572575
104,tt1235189,Jonathan Lynn,6.8,33915,Wild Target,DE,2010,98.0,Comedy,8000000.0,109338.0,5204856.0,-2685806.0,-0.33572575
104,tt1235189,Jonathan Lynn,6.8,33915,Wild Target,DE,2010,98.0,Crime,8000000.0,109338.0,5204856.0,-2685806.0,-0.33572575
105,tt1438254,Burr Steers,6.5,55016,Charlie St. Cloud,TR,2010,99.0,Drama,44000000.0,31206263.0,17271821.0,4478084.0,0.10177463636363636
105,tt1438254,Burr Steers,6.5,55016,Charlie St. Cloud,TR,2010,99.0,Fantasy,44000000.0,31206263.0,17271821.0,4478084.0,0.10177463636363636
105,tt1438254,Burr Steers,6.5,55016,Charlie St. Cloud,TR,2010,99.0,Romance,44000000.0,31206263.0,17271821.0,4478084.0,0.10177463636363636
106,tt1255953,Denis Villeneuve,8.3,124156,Incendies,US,2010,131.0,Drama,6800000.0,6857096.0,9181247.0,9238343.0,1.3585798529411766
106,tt1255953,Denis Villeneuve,8.3,124156,Incendies,US,2010,131.0,Mystery,6800000.0,6857096.0,9181247.0,9238343.0,1.3585798529411766
106,tt1255953,Denis Villeneuve,8.3,124156,Incendies,US,2010,131.0,War,6800000.0,6857096.0,9181247.0,9238343.0,1.3585798529411766
107,tt1423894,Richard J. Lewis,7.3,23058,Barney's Version,IL,2010,134.0,Comedy,30000000.0,7502560.0,1343015.0,-21154425.0,-0.7051475
107,tt1423894,Richard J. Lewis,7.3,23058,Barney's Version,IL,2010,134.0,Drama,30000000.0,7502560.0,1343015.0,-21154425.0,-0.7051475
108,tt1314190,Eric Mendelsohn,5.0,611,3 Backyards,US,2010,88.0,Drama,300000.0,39475.0,0.0,-260525.0,-0.8684166666666666
109,tt1216492,Anand Tucker,6.5,86125,Leap Year,AL,2010,100.0,Comedy,19000000.0,25918920.0,6700000.0,13618920.0,0.7167852631578947
109,tt1216492,Anand Tucker,6.5,86125,Leap Year,AL,2010,100.0,Romance,19000000.0,25918920.0,6700000.0,13618920.0,0.7167852631578947
110,tt1458175,Paul Haggis,7.4,168066,The Next Three Days,JP,2010,133.0,Action,30000000.0,21148651.0,46107265.0,37255916.0,1.2418638666666666
110,tt1458175,Paul Haggis,7.4,168066,The Next Three Days,JP,2010,133.0,Crime,30000000.0,21148651.0,46107265.0,37255916.0,1.2418638666666666
110,tt1458175,Paul Haggis,7.4,168066,The Next Three Days,JP,2010,133.0,Drama,30000000.0,21148651.0,46107265.0,37255916.0,1.2418638666666666
111,tt1196141,Thor Freudenthal,6.2,38640,Diary of a Wimpy Kid,SI,2010,94.0,Comedy,15000000.0,64003625.0,12950686.0,61954311.0,4.1302874
111,tt1196141,Thor Freudenthal,6.2,38640,Diary of a Wimpy Kid,SI,2010,94.0,Drama,15000000.0,64003625.0,12950686.0,61954311.0,4.1302874
111,tt1196141,Thor Freudenthal,6.2,38640,Diary of a Wimpy Kid,SI,2010,94.0,Family,15000000.0,64003625.0,12950686.0,61954311.0,4.1302874
112,tt1194417,George Hickenlooper,6.2,16191,Casino Jack,XWW,2010,108.0,Biography,12500000.0,2039869.0,232317.0,-10227814.0,-0.81822512
112,tt1194417,George Hickenlooper,6.2,16191,Casino Jack,XWW,2010,108.0,Comedy,12500000.0,2039869.0,232317.0,-10227814.0,-0.81822512
112,tt1194417,George Hickenlooper,6.2,16191,Casino Jack,XWW,2010,108.0,Crime,12500000.0,2039869.0,232317.0,-10227814.0,-0.81822512
113,tt1414382,Andy Fickman,5.8,46690,You Again,UA,2010,105.0,Comedy,20000000.0,25702053.0,7136892.0,12838945.0,0.64194725
113,tt1414382,Andy Fickman,5.8,46690,You Again,UA,2010,105.0,Family,20000000.0,25702053.0,7136892.0,12838945.0,0.64194725
113,tt1414382,Andy Fickman,5.8,46690,You Again,UA,2010,105.0,Romance,20000000.0,25702053.0,7136892.0,12838945.0,0.64194725
114,tt1193631,Jon M. Chu,6.2,53081,Step Up 3D,SE,2010,107.0,Drama,30000000.0,42400223.0,123488894.0,135889117.0,4.529637233333333
114,tt1193631,Jon M. Chu,6.2,53081,Step Up 3D,SE,2010,107.0,Music,30000000.0,42400223.0,123488894.0,135889117.0,4.529637233333333
114,tt1193631,Jon M. Chu,6.2,53081,Step Up 3D,SE,2010,107.0,Romance,30000000.0,42400223.0,123488894.0,135889117.0,4.529637233333333
115,tt1414378,Ian Sharp,6.5,3460,Tracker,HU,2010,102.0,Action,6500000.0,0.0,3149.0,-6496851.0,-0.9995155384615385
115,tt1414378,Ian Sharp,6.5,3460,Tracker,HU,2010,102.0,Adventure,6500000.0,0.0,3149.0,-6496851.0,-0.9995155384615385
115,tt1414378,Ian Sharp,6.5,3460,Tracker,HU,2010,102.0,Drama,6500000.0,0.0,3149.0,-6496851.0,-0.9995155384615385
116,tt1736017,Emilio Roso,5.2,22,Last Man Standing,US,2010,85.0,Biography,67000000.0,18115927.0,0.0,-48884073.0,-0.7296130298507463
116,tt1736017,Emilio Roso,5.2,22,Last Man Standing,US,2010,85.0,Crime,67000000.0,18115927.0,0.0,-48884073.0,-0.7296130298507463
116,tt1736017,Emilio Roso,5.2,22,Last Man Standing,US,2010,85.0,Documentary,67000000.0,18115927.0,0.0,-48884073.0,-0.7296130298507463
117,tt1198101,Anurag Basu,6.1,11353,Kites,XWW,2010,123.0,Action,9200000.0,1685269.0,15469924.0,7955193.0,0.8646948913043478
117,tt1198101,Anurag Basu,6.1,11353,Kites,XWW,2010,123.0,Drama,9200000.0,1685269.0,15469924.0,7955193.0,0.8646948913043478
117,tt1198101,Anurag Basu,6.1,11353,Kites,XWW,2010,123.0,Romance,9200000.0,1685269.0,15469924.0,7955193.0,0.8646948913043478
118,tt1183923,Jake Scott,7.0,22210,Welcome to the Rileys,SI,2010,110.0,Drama,10000000.0,152857.0,203062.0,-9644081.0,-0.9644081
119,tt1483010,Kyle Lawrence,6.2,252,Logan,US,2010,94.0,Comedy,127000000.0,226277068.0,389184326.0,488461394.0,3.846152708661417
119,tt1483010,Kyle Lawrence,6.2,252,Logan,US,2010,94.0,Drama,127000000.0,226277068.0,389184326.0,488461394.0,3.846152708661417
119,tt1483010,Kyle Lawrence,6.2,252,Logan,US,2010,94.0,Family,127000000.0,226277068.0,389184326.0,488461394.0,3.846152708661417
121,tt1179056,Samuel Bayer,5.2,85497,A Nightmare on Elm Street,BR,2010,95.0,Crime,35000000.0,63075011.0,54654610.0,82729621.0,2.363703457142857
121,tt1179056,Samuel Bayer,5.2,85497,A Nightmare on Elm Street,BR,2010,95.0,Drama,35000000.0,63075011.0,54654610.0,82729621.0,2.363703457142857
121,tt1179056,Samuel Bayer,5.2,85497,A Nightmare on Elm Street,BR,2010,95.0,Horror,35000000.0,63075011.0,54654610.0,82729621.0,2.363703457142857
122,tt1279935,Shawn Levy,6.3,144683,Date Night,DE,2010,88.0,Comedy,55000000.0,98711404.0,53557629.0,97269033.0,1.7685278727272726
122,tt1279935,Shawn Levy,6.3,144683,Date Night,DE,2010,88.0,Crime,55000000.0,98711404.0,53557629.0,97269033.0,1.7685278727272726
122,tt1279935,Shawn Levy,6.3,144683,Date Night,DE,2010,88.0,Romance,55000000.0,98711404.0,53557629.0,97269033.0,1.7685278727272726
123,tt1175709,Andrew Jarecki,6.3,49684,All Good Things,IL,2010,101.0,Crime,20000000.0,582024.0,291593.0,-19126383.0,-0.95631915
123,tt1175709,Andrew Jarecki,6.3,49684,All Good Things,IL,2010,101.0,Drama,20000000.0,582024.0,291593.0,-19126383.0,-0.95631915
123,tt1175709,Andrew Jarecki,6.3,49684,All Good Things,IL,2010,101.0,Mystery,20000000.0,582024.0,291593.0,-19126383.0,-0.95631915
125,tt1182350,Woody Allen,6.3,41608,You Will Meet a Tall Dark Stranger,CL,2010,98.0,Comedy,15000000.0,3247816.0,31000000.0,19247816.0,1.2831877333333332
125,tt1182350,Woody Allen,6.3,41608,You Will Meet a Tall Dark Stranger,CL,2010,98.0,Drama,15000000.0,3247816.0,31000000.0,19247816.0,1.2831877333333332
125,tt1182350,Woody Allen,6.3,41608,You Will Meet a Tall Dark Stranger,CL,2010,98.0,Romance,15000000.0,3247816.0,31000000.0,19247816.0,1.2831877333333332
127,tt1274300,Julie Taymor,5.4,7073,The Tempest,US,2010,110.0,Comedy,20000000.0,277943.0,0.0,-19722057.0,-0.98610285
127,tt1274300,Julie Taymor,5.4,7073,The Tempest,US,2010,110.0,Drama,20000000.0,277943.0,0.0,-19722057.0,-0.98610285
127,tt1274300,Julie Taymor,5.4,7073,The Tempest,US,2010,110.0,Fantasy,20000000.0,277943.0,0.0,-19722057.0,-0.98610285
128,tt1470827,Gareth Edwards,6.4,84332,Monsters,BR,2010,94.0,Drama,500000.0,237301.0,5402429.0,5139730.0,10.27946
128,tt1470827,Gareth Edwards,6.4,84332,Monsters,BR,2010,94.0,Sci-Fi,500000.0,237301.0,5402429.0,5139730.0,10.27946
128,tt1470827,Gareth Edwards,6.4,84332,Monsters,BR,2010,94.0,Thriller,500000.0,237301.0,5402429.0,5139730.0,10.27946
129,tt1460743,John Woo,6.9,6990,Reign of Assassins,JP,2010,117.0,Action,14000000.0,0.0,11354230.0,-2645770.0,-0.18898357142857142
129,tt1460743,John Woo,6.9,6990,Reign of Assassins,JP,2010,117.0,Adventure,14000000.0,0.0,11354230.0,-2645770.0,-0.18898357142857142
131,tt1421051,Sofia Coppola,6.3,40250,Somewhere,LT,2010,97.0,Comedy,7000000.0,1785645.0,15237476.0,10023121.0,1.4318744285714287
131,tt1421051,Sofia Coppola,6.3,40250,Somewhere,LT,2010,97.0,Drama,7000000.0,1785645.0,15237476.0,10023121.0,1.4318744285714287
132,tt1212436,Alan Poul,5.4,46128,The Back-up Plan,RO,2010,104.0,Comedy,35000000.0,37490007.0,37791172.0,40281179.0,1.1508908285714285
132,tt1212436,Alan Poul,5.4,46128,The Back-up Plan,RO,2010,104.0,Romance,35000000.0,37490007.0,37791172.0,40281179.0,1.1508908285714285
133,tt1462054,Patrick Doughtie,6.3,4443,Letters to God,AR,2010,110.0,Drama,3000000.0,2848587.0,388865.0,237452.0,0.07915066666666666
133,tt1462054,Patrick Doughtie,6.3,4443,Letters to God,AR,2010,110.0,Family,3000000.0,2848587.0,388865.0,237452.0,0.07915066666666666
134,tt1212419,Clint Eastwood,6.5,87288,Hereafter,UY,2010,129.0,Drama,50000000.0,32746941.0,75913329.0,58660270.0,1.1732054
134,tt1212419,Clint Eastwood,6.5,87288,Hereafter,UY,2010,129.0,Fantasy,50000000.0,32746941.0,75913329.0,58660270.0,1.1732054
134,tt1212419,Clint Eastwood,6.5,87288,Hereafter,UY,2010,129.0,Romance,50000000.0,32746941.0,75913329.0,58660270.0,1.1732054
136,tt1462758,Rodrigo Cortés,7.0,139426,Buried,RU,2010,95.0,Drama,1987650.0,1044143.0,20226147.0,19282640.0,9.701225064774986
136,tt1462758,Rodrigo Cortés,7.0,139426,Buried,RU,2010,95.0,Mystery,1987650.0,1044143.0,20226147.0,19282640.0,9.701225064774986
136,tt1462758,Rodrigo Cortés,7.0,139426,Buried,RU,2010,95.0,Thriller,1987650.0,1044143.0,20226147.0,19282640.0,9.701225064774986
137,tt1418646,Jeremy Sims,7.1,6903,Beneath Hill 60,GB,2010,122.0,Drama,9000000.0,0.0,3440939.0,-5559061.0,-0.6176734444444445
137,tt1418646,Jeremy Sims,7.1,6903,Beneath Hill 60,GB,2010,122.0,History,9000000.0,0.0,3440939.0,-5559061.0,-0.6176734444444445
137,tt1418646,Jeremy Sims,7.1,6903,Beneath Hill 60,GB,2010,122.0,War,9000000.0,0.0,3440939.0,-5559061.0,-0.6176734444444445
138,tt1273678,Brian Levant,5.5,36767,The Spy Next Door,XWW,2010,94.0,Action,28000000.0,24307106.0,22445752.0,18752858.0,0.6697449285714285
138,tt1273678,Brian Levant,5.5,36767,The Spy Next Door,XWW,2010,94.0,Comedy,28000000.0,24307106.0,22445752.0,18752858.0,0.6697449285714285
138,tt1273678,Brian Levant,5.5,36767,The Spy Next Door,XWW,2010,94.0,Family,28000000.0,24307106.0,22445752.0,18752858.0,0.6697449285714285
139,tt1464580,Jim Mickle,6.5,38749,Stake Land,RU,2010,98.0,Drama,4000000.0,33245.0,646237.0,-3320518.0,-0.8301295
139,tt1464580,Jim Mickle,6.5,38749,Stake Land,RU,2010,98.0,Horror,4000000.0,33245.0,646237.0,-3320518.0,-0.8301295
139,tt1464580,Jim Mickle,6.5,38749,Stake Land,RU,2010,98.0,Sci-Fi,4000000.0,33245.0,646237.0,-3320518.0,-0.8301295
140,tt1210039,Jeb Stuart,6.6,494,Blood Done Sign My Name,US,2010,128.0,Drama,10000000.0,109383.0,0.0,-9890617.0,-0.9890617
141,tt1465490,Mijke de Jong,6.1,233,Joy,NL,2010,75.0,Drama,60000000.0,56451232.0,44682827.0,41134059.0,0.68556765
142,tt1470020,Mario Van Peebles,5.8,479,Redemption Road,DE,2010,95.0,Drama,2300000.0,29384.0,0.0,-2270616.0,-0.9872243478260869
143,tt1470023,Jorma Taccone,5.5,39782,MacGruber,BR,2010,90.0,Action,10000000.0,8525600.0,104295.0,-1370105.0,-0.1370105
143,tt1470023,Jorma Taccone,5.5,39782,MacGruber,BR,2010,90.0,Comedy,10000000.0,8525600.0,104295.0,-1370105.0,-0.1370105
143,tt1470023,Jorma Taccone,5.5,39782,MacGruber,BR,2010,90.0,Romance,10000000.0,8525600.0,104295.0,-1370105.0,-0.1370105
144,tt1455256,Ricardo Martinez,9.2,8,The Wall,US,2010,78.0,Documentary,3000000.0,1803064.0,2692198.0,1495262.0,0.4984206666666667
145,tt1314655,John Erick Dowdle,6.2,122080,Devil,EE,2010,80.0,Horror,10000000.0,33679655.0,29674459.0,53354114.0,5.3354114
145,tt1314655,John Erick Dowdle,6.2,122080,Devil,EE,2010,80.0,Mystery,10000000.0,33679655.0,29674459.0,53354114.0,5.3354114
145,tt1314655,John Erick Dowdle,6.2,122080,Devil,EE,2010,80.0,Thriller,10000000.0,33679655.0,29674459.0,53354114.0,5.3354114
146,tt1531663,Dan Rush,6.4,45799,Everything Must Go,GB,2010,97.0,Comedy,5000000.0,2712131.0,108879.0,-2178990.0,-0.435798
146,tt1531663,Dan Rush,6.4,45799,Everything Must Go,GB,2010,97.0,Drama,5000000.0,2712131.0,108879.0,-2178990.0,-0.435798
147,tt1536044,Tod Williams,5.7,93122,Paranormal Activity 2,ES,2010,91.0,Horror,3000000.0,84752907.0,92759125.0,174512032.0,58.17067733333333
148,tt1591095,James Wan,6.9,254197,Insidious,BG,2010,103.0,Horror,1500000.0,54009150.0,45861736.0,98370886.0,65.58059066666667
148,tt1591095,James Wan,6.9,254197,Insidious,BG,2010,103.0,Mystery,1500000.0,54009150.0,45861736.0,98370886.0,65.58059066666667
148,tt1591095,James Wan,6.9,254197,Insidious,BG,2010,103.0,Thriller,1500000.0,54009150.0,45861736.0,98370886.0,65.58059066666667
149,tt1648168,Stef Desmyter,4.7,87,Wolf,BE,2010,98.0,Action,70000000.0,65011757.0,66000000.0,61011757.0,0.8715965285714286
149,tt1648168,Stef Desmyter,4.7,87,Wolf,BE,2010,98.0,Crime,70000000.0,65011757.0,66000000.0,61011757.0,0.8715965285714286
149,tt1648168,Stef Desmyter,4.7,87,Wolf,BE,2010,98.0,Drama,70000000.0,65011757.0,66000000.0,61011757.0,0.8715965285714286
150,tt1646127,Fabrice Gobert,6.4,971,Lights Out,FR,2010,87.0,Drama,5000000.0,67268835.0,81537675.0,143806510.0,28.761302
150,tt1646127,Fabrice Gobert,6.4,971,Lights Out,FR,2010,87.0,Mystery,5000000.0,67268835.0,81537675.0,143806510.0,28.761302
150,tt1646127,Fabrice Gobert,6.4,971,Lights Out,FR,2010,87.0,Thriller,5000000.0,67268835.0,81537675.0,143806510.0,28.761302
151,tt0493949,Elizabeth Allen Rosenbaum,6.6,16086,Ramona and Beezus,ES,2010,103.0,Adventure,15000000.0,26167002.0,1302619.0,12469621.0,0.8313080666666667
151,tt0493949,Elizabeth Allen Rosenbaum,6.6,16086,Ramona and Beezus,ES,2010,103.0,Comedy,15000000.0,26167002.0,1302619.0,12469621.0,0.8313080666666667
151,tt0493949,Elizabeth Allen Rosenbaum,6.6,16086,Ramona and Beezus,ES,2010,103.0,Family,15000000.0,26167002.0,1302619.0,12469621.0,0.8313080666666667
152,tt0492389,Roger Kumble,3.8,14700,Furry Vengeance,PL,2010,92.0,Comedy,35000000.0,17630465.0,21709712.0,4340177.0,0.12400505714285714
152,tt0492389,Roger Kumble,3.8,14700,Furry Vengeance,PL,2010,92.0,Family,35000000.0,17630465.0,21709712.0,4340177.0,0.12400505714285714
153,tt1645089,Charles Ferguson,8.3,65304,Inside Job,MX,2010,109.0,Crime,2000000.0,4311834.0,3487423.0,5799257.0,2.8996285
153,tt1645089,Charles Ferguson,8.3,65304,Inside Job,MX,2010,109.0,Documentary,2000000.0,4311834.0,3487423.0,5799257.0,2.8996285
154,tt1588358,Marcel Rasquin,7.4,2381,Brother,PL,2010,97.0,Drama,12000000.0,450594.0,0.0,-11549406.0,-0.9624505
154,tt1588358,Marcel Rasquin,7.4,2381,Brother,PL,2010,97.0,Family,12000000.0,450594.0,0.0,-11549406.0,-0.9624505
154,tt1588358,Marcel Rasquin,7.4,2381,Brother,PL,2010,97.0,Sport,12000000.0,450594.0,0.0,-11549406.0,-0.9624505
155,tt1805319,Sanne Vogel,4.5,6,Mama,NL,2010,50.0,Drama,15000000.0,71628180.0,76467386.0,133095566.0,8.873037733333334
156,tt1754651,Emilio Rodriguez,8.0,9,The Last Shot,US,2010,47.0,Action,40000000.0,463730.0,0.0,-39536270.0,-0.98840675
157,tt1391137,Tyler Perry,4.6,8653,Why Did I Get Married Too?,GR,2010,121.0,Comedy,20000000.0,60095852.0,735215.0,40831067.0,2.04155335
157,tt1391137,Tyler Perry,4.6,8653,Why Did I Get Married Too?,GR,2010,121.0,Drama,20000000.0,60095852.0,735215.0,40831067.0,2.04155335
157,tt1391137,Tyler Perry,4.6,8653,Why Did I Get Married Too?,GR,2010,121.0,Romance,20000000.0,60095852.0,735215.0,40831067.0,2.04155335
